,Date,Overlap,variable,value
521,2014-04-01,Acoustic,Acoustic,Acoustic
522,2014-04-02,AcousticWhaleZooplankton,Acoustic,Acoustic
523,2014-04-03,Acoustic,Acoustic,Acoustic
524,2014-04-04,AcousticWhaleZooplankton,Acoustic,Acoustic
525,2014-04-05,Acoustic,Acoustic,Acoustic
526,2014-04-06,AcousticWhale,Acoustic,Acoustic
527,2014-04-07,AcousticWhale,Acoustic,Acoustic
528,2014-04-08,Acoustic,Acoustic,Acoustic
529,2014-04-09,AcousticWhaleZooplankton,Acoustic,Acoustic
530,2014-04-10,Acoustic,Acoustic,Acoustic
531,2014-04-11,Acoustic,Acoustic,Acoustic
532,2014-04-12,AcousticWhaleZooplankton,Acoustic,Acoustic
533,2014-04-13,Acoustic,Acoustic,Acoustic
534,2014-04-14,Acoustic,Acoustic,Acoustic
535,2014-04-15,Acoustic,Acoustic,Acoustic
536,2014-04-16,Acoustic,Acoustic,Acoustic
537,2014-04-17,AcousticWhale,Acoustic,Acoustic
538,2014-04-18,AcousticWhaleZooplankton,Acoustic,Acoustic
539,2014-04-19,AcousticWhale,Acoustic,Acoustic
540,2014-04-20,Acoustic,Acoustic,Acoustic
541,2014-04-21,AcousticWhaleZooplankton,Acoustic,Acoustic
542,2014-04-22,Acoustic,Acoustic,Acoustic
543,2014-04-23,Acoustic,Acoustic,Acoustic
544,2014-04-24,Acoustic,Acoustic,Acoustic
545,2014-04-25,AcousticWhaleZooplankton,Acoustic,Acoustic
546,2014-04-26,Acoustic,Acoustic,Acoustic
547,2014-04-27,Acoustic,Acoustic,Acoustic
548,2014-04-28,Acoustic,Acoustic,Acoustic
549,2014-04-29,Acoustic,Acoustic,Acoustic
550,2014-04-30,Acoustic,Acoustic,Acoustic
551,2014-05-01,Acoustic,Acoustic,Acoustic
552,2014-05-02,Acoustic,Acoustic,Acoustic
553,2014-05-03,Acoustic,Acoustic,Acoustic
554,2014-05-04,Acoustic,Acoustic,Acoustic
555,2014-05-05,Acoustic,Acoustic,Acoustic
556,2014-05-06,Acoustic,Acoustic,Acoustic
557,2014-05-07,Acoustic,Acoustic,Acoustic
558,2014-05-08,Acoustic,Acoustic,Acoustic
559,2014-05-09,Acoustic,Acoustic,Acoustic
560,2014-05-10,Acoustic,Acoustic,Acoustic
561,2014-05-11,Acoustic,Acoustic,Acoustic
562,2014-05-12,Acoustic,Acoustic,Acoustic
563,2014-05-13,Acoustic,Acoustic,Acoustic
564,2014-05-14,Acoustic,Acoustic,Acoustic
565,2014-05-15,Acoustic,Acoustic,Acoustic
566,2014-05-16,Acoustic,Acoustic,Acoustic
567,2014-05-17,Acoustic,Acoustic,Acoustic
568,2014-05-18,Acoustic,Acoustic,Acoustic
569,2014-05-19,Acoustic,Acoustic,Acoustic
570,2014-05-20,Acoustic,Acoustic,Acoustic
571,2014-05-21,Acoustic,Acoustic,Acoustic
572,2014-12-22,Whale,Acoustic,
573,2015-01-11,Whale,Acoustic,
574,2015-01-21,Whale,Acoustic,
575,2015-01-23,Whale,Acoustic,
576,2015-02-12,Whale,Acoustic,
577,2015-02-17,Acoustic,Acoustic,Acoustic
578,2015-02-18,AcousticWhaleZooplankton,Acoustic,Acoustic
579,2015-02-19,Acoustic,Acoustic,Acoustic
580,2015-02-20,Acoustic,Acoustic,Acoustic
581,2015-02-21,Acoustic,Acoustic,Acoustic
582,2015-02-22,Acoustic,Acoustic,Acoustic
583,2015-02-23,Acoustic,Acoustic,Acoustic
584,2015-02-24,AcousticWhale,Acoustic,Acoustic
585,2015-02-25,Acoustic,Acoustic,Acoustic
586,2015-02-26,Acoustic,Acoustic,Acoustic
587,2015-02-27,Acoustic,Acoustic,Acoustic
588,2015-02-28,AcousticWhale,Acoustic,Acoustic
589,2015-03-01,Acoustic,Acoustic,Acoustic
590,2015-03-02,Acoustic,Acoustic,Acoustic
591,2015-03-03,AcousticWhale,Acoustic,Acoustic
592,2015-03-04,Acoustic,Acoustic,Acoustic
593,2015-03-05,Acoustic,Acoustic,Acoustic
594,2015-03-06,AcousticWhale,Acoustic,Acoustic
595,2015-03-07,AcousticWhale,Acoustic,Acoustic
596,2015-03-08,Acoustic,Acoustic,Acoustic
597,2015-03-09,Acoustic,Acoustic,Acoustic
598,2015-03-10,AcousticWhale,Acoustic,Acoustic
599,2015-03-11,Acoustic,Acoustic,Acoustic
600,2015-03-12,Acoustic,Acoustic,Acoustic
601,2015-03-13,Acoustic,Acoustic,Acoustic
602,2015-03-14,Acoustic,Acoustic,Acoustic
603,2015-03-15,Acoustic,Acoustic,Acoustic
604,2015-03-16,Acoustic,Acoustic,Acoustic
605,2015-03-17,Acoustic,Acoustic,Acoustic
606,2015-03-18,Acoustic,Acoustic,Acoustic
607,2015-03-19,Acoustic,Acoustic,Acoustic
608,2015-03-20,AcousticWhaleZooplankton,Acoustic,Acoustic
609,2015-03-21,Acoustic,Acoustic,Acoustic
610,2015-03-22,Acoustic,Acoustic,Acoustic
611,2015-03-23,Acoustic,Acoustic,Acoustic
612,2015-03-24,Acoustic,Acoustic,Acoustic
613,2015-03-25,Acoustic,Acoustic,Acoustic
614,2015-03-26,Acoustic,Acoustic,Acoustic
615,2015-03-27,Acoustic,Acoustic,Acoustic
616,2015-03-28,Acoustic,Acoustic,Acoustic
617,2015-03-29,Acoustic,Acoustic,Acoustic
618,2015-03-30,Acoustic,Acoustic,Acoustic
619,2015-03-31,Acoustic,Acoustic,Acoustic
620,2015-04-01,Acoustic,Acoustic,Acoustic
621,2015-04-02,Acoustic,Acoustic,Acoustic
622,2015-04-03,Acoustic,Acoustic,Acoustic
623,2015-04-04,Acoustic,Acoustic,Acoustic
624,2015-04-05,Acoustic,Acoustic,Acoustic
625,2015-04-06,AcousticWhaleZooplankton,Acoustic,Acoustic
626,2015-04-07,Acoustic,Acoustic,Acoustic
627,2015-04-08,Acoustic,Acoustic,Acoustic
628,2015-04-09,Acoustic,Acoustic,Acoustic
629,2015-04-10,Acoustic,Acoustic,Acoustic
630,2015-04-11,Acoustic,Acoustic,Acoustic
631,2015-04-12,AcousticWhale,Acoustic,Acoustic
632,2015-04-13,Acoustic,Acoustic,Acoustic
633,2015-04-14,Acoustic,Acoustic,Acoustic
634,2015-04-15,AcousticWhaleZooplankton,Acoustic,Acoustic
635,2015-04-16,AcousticWhale,Acoustic,Acoustic
636,2015-04-17,Acoustic,Acoustic,Acoustic
637,2015-04-18,AcousticWhaleZooplankton,Acoustic,Acoustic
638,2015-04-19,AcousticWhale,Acoustic,Acoustic
639,2015-04-20,Acoustic,Acoustic,Acoustic
640,2015-04-21,AcousticWhale,Acoustic,Acoustic
641,2015-04-22,AcousticWhale,Acoustic,Acoustic
642,2015-04-23,Acoustic,Acoustic,Acoustic
643,2015-04-24,Acoustic,Acoustic,Acoustic
644,2015-04-25,AcousticWhale,Acoustic,Acoustic
645,2015-04-26,AcousticWhale,Acoustic,Acoustic
646,2015-04-27,AcousticWhaleZooplankton,Acoustic,Acoustic
647,2015-04-28,Acoustic,Acoustic,Acoustic
648,2015-04-29,AcousticWhale,Acoustic,Acoustic
649,2015-04-30,AcousticWhale,Acoustic,Acoustic
650,2015-05-01,AcousticWhale,Acoustic,Acoustic
651,2015-05-02,AcousticWhale,Acoustic,Acoustic
652,2015-05-03,AcousticWhale,Acoustic,Acoustic
653,2015-05-04,AcousticWhale,Acoustic,Acoustic
654,2015-05-05,Acoustic,Acoustic,Acoustic
655,2015-05-06,AcousticWhaleZooplankton,Acoustic,Acoustic
656,2015-05-07,AcousticWhale,Acoustic,Acoustic
657,2015-05-08,AcousticWhaleZooplankton,Acoustic,Acoustic
658,2015-05-09,AcousticWhale,Acoustic,Acoustic
659,2015-05-10,Acoustic,Acoustic,Acoustic
660,2015-05-11,AcousticWhale,Acoustic,Acoustic
661,2015-05-12,Acoustic,Acoustic,Acoustic
662,2015-05-13,Acoustic,Acoustic,Acoustic
663,2015-05-14,Acoustic,Acoustic,Acoustic
664,2015-05-15,Acoustic,Acoustic,Acoustic
665,2015-05-16,Acoustic,Acoustic,Acoustic
666,2015-05-17,Acoustic,Acoustic,Acoustic
667,2015-05-18,Acoustic,Acoustic,Acoustic
668,2015-05-19,Acoustic,Acoustic,Acoustic
669,2015-05-20,Acoustic,Acoustic,Acoustic
670,2015-05-21,Acoustic,Acoustic,Acoustic
671,2015-07-23,Whale,Acoustic,
672,2015-08-29,Whale,Acoustic,
673,2015-08-30,Whale,Acoustic,
674,2015-09-02,Whale,Acoustic,
675,2016-01-07,Whale,Acoustic,
676,2016-01-15,Whale,Acoustic,
677,2016-01-30,Whale,Acoustic,
678,2016-02-07,Whale,Acoustic,
679,2016-02-12,Whale,Acoustic,
680,2016-02-15,Acoustic,Acoustic,Acoustic
681,2016-02-16,Acoustic,Acoustic,Acoustic
682,2016-02-17,AcousticWhale,Acoustic,Acoustic
683,2016-02-18,Acoustic,Acoustic,Acoustic
684,2016-02-19,AcousticWhale,Acoustic,Acoustic
685,2016-02-20,Acoustic,Acoustic,Acoustic
686,2016-02-21,AcousticWhale,Acoustic,Acoustic
687,2016-02-22,Acoustic,Acoustic,Acoustic
688,2016-02-23,Acoustic,Acoustic,Acoustic
689,2016-02-24,Acoustic,Acoustic,Acoustic
690,2016-02-25,Acoustic,Acoustic,Acoustic
691,2016-02-26,Acoustic,Acoustic,Acoustic
692,2016-02-27,AcousticWhale,Acoustic,Acoustic
693,2016-02-28,Acoustic,Acoustic,Acoustic
694,2016-02-29,Acoustic,Acoustic,Acoustic
695,2016-03-01,AcousticWhale,Acoustic,Acoustic
696,2016-03-02,Acoustic,Acoustic,Acoustic
697,2016-03-03,Acoustic,Acoustic,Acoustic
698,2016-03-04,AcousticWhale,Acoustic,Acoustic
699,2016-03-05,Acoustic,Acoustic,Acoustic
700,2016-03-06,AcousticWhale,Acoustic,Acoustic
701,2016-03-07,Acoustic,Acoustic,Acoustic
702,2016-03-08,AcousticWhaleZooplankton,Acoustic,Acoustic
703,2016-03-09,Acoustic,Acoustic,Acoustic
704,2016-03-10,AcousticWhale,Acoustic,Acoustic
705,2016-03-11,Acoustic,Acoustic,Acoustic
706,2016-03-12,Acoustic,Acoustic,Acoustic
707,2016-03-13,Acoustic,Acoustic,Acoustic
708,2016-03-14,Acoustic,Acoustic,Acoustic
709,2016-03-15,Acoustic,Acoustic,Acoustic
710,2016-03-16,Acoustic,Acoustic,Acoustic
711,2016-03-17,AcousticWhale,Acoustic,Acoustic
712,2016-03-18,Acoustic,Acoustic,Acoustic
713,2016-03-19,AcousticWhale,Acoustic,Acoustic
714,2016-03-20,Acoustic,Acoustic,Acoustic
715,2016-03-21,Acoustic,Acoustic,Acoustic
716,2016-03-22,Acoustic,Acoustic,Acoustic
717,2016-03-23,AcousticWhale,Acoustic,Acoustic
718,2016-03-24,Acoustic,Acoustic,Acoustic
719,2016-03-25,Acoustic,Acoustic,Acoustic
720,2016-03-26,Acoustic,Acoustic,Acoustic
721,2016-03-27,AcousticWhale,Acoustic,Acoustic
722,2016-03-28,Acoustic,Acoustic,Acoustic
723,2016-03-29,Acoustic,Acoustic,Acoustic
724,2016-03-30,AcousticWhaleZooplankton,Acoustic,Acoustic
725,2016-03-31,Acoustic,Acoustic,Acoustic
726,2016-04-01,AcousticWhale,Acoustic,Acoustic
727,2016-04-02,AcousticWhale,Acoustic,Acoustic
728,2016-04-03,Acoustic,Acoustic,Acoustic
729,2016-04-04,Acoustic,Acoustic,Acoustic
730,2016-04-05,Acoustic,Acoustic,Acoustic
731,2016-04-06,AcousticWhaleZooplankton,Acoustic,Acoustic
732,2016-04-07,Acoustic,Acoustic,Acoustic
733,2016-04-08,Acoustic,Acoustic,Acoustic
734,2016-04-09,AcousticWhaleZooplankton,Acoustic,Acoustic
735,2016-04-10,Acoustic,Acoustic,Acoustic
736,2016-04-11,Acoustic,Acoustic,Acoustic
737,2016-04-12,Acoustic,Acoustic,Acoustic
738,2016-04-13,AcousticWhale,Acoustic,Acoustic
739,2016-04-14,Acoustic,Acoustic,Acoustic
740,2016-04-15,Acoustic,Acoustic,Acoustic
741,2016-04-16,Acoustic,Acoustic,Acoustic
742,2016-04-17,AcousticWhale,Acoustic,Acoustic
743,2016-04-18,AcousticWhaleZooplankton,Acoustic,Acoustic
744,2016-04-19,AcousticWhale,Acoustic,Acoustic
745,2016-04-20,Acoustic,Acoustic,Acoustic
746,2016-04-21,AcousticWhale,Acoustic,Acoustic
747,2016-04-22,AcousticWhale,Acoustic,Acoustic
748,2016-04-23,Acoustic,Acoustic,Acoustic
749,2016-04-24,Acoustic,Acoustic,Acoustic
750,2016-04-25,AcousticWhaleZooplankton,Acoustic,Acoustic
751,2016-04-26,Acoustic,Acoustic,Acoustic
752,2016-04-27,AcousticWhaleZooplankton,Acoustic,Acoustic
753,2016-04-28,AcousticWhale,Acoustic,Acoustic
754,2016-04-29,AcousticWhaleZooplankton,Acoustic,Acoustic
755,2016-04-30,AcousticWhale,Acoustic,Acoustic
756,2016-05-01,Acoustic,Acoustic,Acoustic
757,2016-05-02,Acoustic,Acoustic,Acoustic
758,2016-05-03,Acoustic,Acoustic,Acoustic
759,2016-05-04,Acoustic,Acoustic,Acoustic
760,2016-05-05,Acoustic,Acoustic,Acoustic
761,2016-05-06,Acoustic,Acoustic,Acoustic
762,2016-05-07,Acoustic,Acoustic,Acoustic
763,2016-05-08,Acoustic,Acoustic,Acoustic
764,2016-05-09,Acoustic,Acoustic,Acoustic
765,2016-05-10,Acoustic,Acoustic,Acoustic
766,2016-05-11,Acoustic,Acoustic,Acoustic
767,2016-05-12,Acoustic,Acoustic,Acoustic
768,2016-05-13,Acoustic,Acoustic,Acoustic
769,2016-05-14,Acoustic,Acoustic,Acoustic
770,2016-05-15,Acoustic,Acoustic,Acoustic
771,2016-05-16,Acoustic,Acoustic,Acoustic
772,2016-05-17,Acoustic,Acoustic,Acoustic
773,2016-05-18,Acoustic,Acoustic,Acoustic
774,2016-05-19,Acoustic,Acoustic,Acoustic
775,2016-05-20,Acoustic,Acoustic,Acoustic
776,2016-05-21,Acoustic,Acoustic,Acoustic
777,2016-05-22,Acoustic,Acoustic,Acoustic
778,2016-05-23,Acoustic,Acoustic,Acoustic
779,2016-05-24,Acoustic,Acoustic,Acoustic
780,2016-05-25,Acoustic,Acoustic,Acoustic
781,2017-01-17,Whale,Acoustic,
782,2017-01-19,Whale,Acoustic,
783,2017-01-30,Whale,Acoustic,
784,2017-02-03,Whale,Acoustic,
785,2017-02-14,Whale,Acoustic,
786,2017-02-19,Whale,Acoustic,
787,2017-02-21,AcousticWhale,Acoustic,Acoustic
788,2017-02-22,Acoustic,Acoustic,Acoustic
789,2017-02-23,AcousticWhale,Acoustic,Acoustic
790,2017-02-24,AcousticWhale,Acoustic,Acoustic
791,2017-02-25,Acoustic,Acoustic,Acoustic
792,2017-02-26,Acoustic,Acoustic,Acoustic
793,2017-02-27,Acoustic,Acoustic,Acoustic
794,2017-02-28,AcousticWhaleZooplankton,Acoustic,Acoustic
795,2017-03-01,Acoustic,Acoustic,Acoustic
796,2017-03-02,Acoustic,Acoustic,Acoustic
797,2017-03-03,Acoustic,Acoustic,Acoustic
798,2017-03-04,Acoustic,Acoustic,Acoustic
799,2017-03-05,Acoustic,Acoustic,Acoustic
800,2017-03-06,AcousticWhale,Acoustic,Acoustic
801,2017-03-07,Acoustic,Acoustic,Acoustic
802,2017-03-08,Acoustic,Acoustic,Acoustic
803,2017-03-09,Acoustic,Acoustic,Acoustic
804,2017-03-10,Acoustic,Acoustic,Acoustic
805,2017-03-11,Acoustic,Acoustic,Acoustic
806,2017-03-12,Acoustic,Acoustic,Acoustic
807,2017-03-13,Acoustic,Acoustic,Acoustic
808,2017-03-14,AcousticWhale,Acoustic,Acoustic
809,2017-03-15,Acoustic,Acoustic,Acoustic
810,2017-03-16,Acoustic,Acoustic,Acoustic
811,2017-03-17,Acoustic,Acoustic,Acoustic
812,2017-03-18,AcousticWhaleZooplankton,Acoustic,Acoustic
813,2017-03-19,Acoustic,Acoustic,Acoustic
814,2017-03-20,Acoustic,Acoustic,Acoustic
815,2017-03-21,AcousticWhale,Acoustic,Acoustic
816,2017-03-22,Acoustic,Acoustic,Acoustic
817,2017-03-23,Acoustic,Acoustic,Acoustic
818,2017-03-24,Acoustic,Acoustic,Acoustic
819,2017-03-25,AcousticWhale,Acoustic,Acoustic
820,2017-03-26,Acoustic,Acoustic,Acoustic
821,2017-03-27,Acoustic,Acoustic,Acoustic
822,2017-03-28,AcousticWhale,Acoustic,Acoustic
823,2017-03-29,Acoustic,Acoustic,Acoustic
824,2017-03-30,Acoustic,Acoustic,Acoustic
825,2017-03-31,AcousticWhaleZooplankton,Acoustic,Acoustic
826,2017-04-01,Acoustic,Acoustic,Acoustic
827,2017-04-02,Acoustic,Acoustic,Acoustic
828,2017-04-03,AcousticWhaleZooplankton,Acoustic,Acoustic
829,2017-04-04,Acoustic,Acoustic,Acoustic
830,2017-04-05,Acoustic,Acoustic,Acoustic
831,2017-04-06,Acoustic,Acoustic,Acoustic
832,2017-04-07,Acoustic,Acoustic,Acoustic
833,2017-04-08,Acoustic,Acoustic,Acoustic
834,2017-04-09,AcousticWhaleZooplankton,Acoustic,Acoustic
835,2017-04-10,Acoustic,Acoustic,Acoustic
836,2017-04-11,AcousticWhale,Acoustic,Acoustic
837,2017-04-12,AcousticWhaleZooplankton,Acoustic,Acoustic
838,2017-04-13,AcousticWhale,Acoustic,Acoustic
839,2017-04-14,AcousticWhaleZooplankton,Acoustic,Acoustic
840,2017-04-15,AcousticWhale,Acoustic,Acoustic
841,2017-04-16,Acoustic,Acoustic,Acoustic
842,2017-04-17,AcousticWhale,Acoustic,Acoustic
843,2017-04-18,AcousticWhaleZooplankton,Acoustic,Acoustic
844,2017-04-19,AcousticWhale,Acoustic,Acoustic
845,2017-04-20,AcousticWhale,Acoustic,Acoustic
846,2017-04-21,Acoustic,Acoustic,Acoustic
847,2017-04-22,Acoustic,Acoustic,Acoustic
848,2017-04-23,AcousticWhale,Acoustic,Acoustic
849,2017-04-24,AcousticWhale,Acoustic,Acoustic
850,2017-04-25,Acoustic,Acoustic,Acoustic
851,2017-04-26,Acoustic,Acoustic,Acoustic
852,2017-04-27,AcousticWhale,Acoustic,Acoustic
853,2017-04-28,Acoustic,Acoustic,Acoustic
854,2017-04-29,Acoustic,Acoustic,Acoustic
855,2017-04-30,AcousticWhale,Acoustic,Acoustic
856,2017-05-01,AcousticWhale,Acoustic,Acoustic
857,2017-05-02,Acoustic,Acoustic,Acoustic
858,2017-05-03,Acoustic,Acoustic,Acoustic
859,2017-05-04,AcousticWhaleZooplankton,Acoustic,Acoustic
860,2017-05-05,Acoustic,Acoustic,Acoustic
861,2017-05-06,Acoustic,Acoustic,Acoustic
862,2017-05-07,Acoustic,Acoustic,Acoustic
863,2017-05-08,Acoustic,Acoustic,Acoustic
864,2017-05-09,AcousticZooplankton,Acoustic,Acoustic
865,2017-05-10,Acoustic,Acoustic,Acoustic
866,2017-05-11,Acoustic,Acoustic,Acoustic
867,2017-05-12,Acoustic,Acoustic,Acoustic
868,2017-05-13,Acoustic,Acoustic,Acoustic
869,2017-05-14,Acoustic,Acoustic,Acoustic
870,2017-05-15,Acoustic,Acoustic,Acoustic
871,2017-05-16,Acoustic,Acoustic,Acoustic
872,2017-12-24,Whale,Acoustic,
873,2018-01-16,Whale,Acoustic,
874,2018-01-19,Whale,Acoustic,
875,2018-02-06,Whale,Acoustic,
876,2018-02-13,AcousticWhale,Acoustic,Acoustic
877,2018-02-14,Acoustic,Acoustic,Acoustic
878,2018-02-15,AcousticWhale,Acoustic,Acoustic
879,2018-02-16,Acoustic,Acoustic,Acoustic
880,2018-02-17,AcousticWhale,Acoustic,Acoustic
881,2018-02-18,Acoustic,Acoustic,Acoustic
882,2018-02-19,Acoustic,Acoustic,Acoustic
883,2018-02-20,Acoustic,Acoustic,Acoustic
884,2018-02-21,Acoustic,Acoustic,Acoustic
885,2018-02-22,Acoustic,Acoustic,Acoustic
886,2018-02-23,Acoustic,Acoustic,Acoustic
887,2018-02-24,AcousticWhaleZooplankton,Acoustic,Acoustic
888,2018-02-25,Acoustic,Acoustic,Acoustic
889,2018-02-26,Acoustic,Acoustic,Acoustic
890,2018-02-27,AcousticWhale,Acoustic,Acoustic
891,2018-02-28,Acoustic,Acoustic,Acoustic
892,2018-03-01,AcousticWhale,Acoustic,Acoustic
893,2018-03-02,Acoustic,Acoustic,Acoustic
894,2018-03-03,Acoustic,Acoustic,Acoustic
895,2018-03-04,Acoustic,Acoustic,Acoustic
896,2018-03-05,Acoustic,Acoustic,Acoustic
897,2018-03-06,Acoustic,Acoustic,Acoustic
898,2018-03-07,Acoustic,Acoustic,Acoustic
899,2018-03-08,Acoustic,Acoustic,Acoustic
900,2018-03-09,Acoustic,Acoustic,Acoustic
901,2018-03-10,Acoustic,Acoustic,Acoustic
902,2018-03-11,Acoustic,Acoustic,Acoustic
903,2018-03-12,AcousticWhaleZooplankton,Acoustic,Acoustic
904,2018-03-13,Acoustic,Acoustic,Acoustic
905,2018-03-14,Acoustic,Acoustic,Acoustic
906,2018-03-15,Acoustic,Acoustic,Acoustic
907,2018-03-16,Acoustic,Acoustic,Acoustic
908,2018-03-17,Acoustic,Acoustic,Acoustic
909,2018-03-18,Acoustic,Acoustic,Acoustic
910,2018-03-19,Acoustic,Acoustic,Acoustic
911,2018-03-20,AcousticWhaleZooplankton,Acoustic,Acoustic
912,2018-03-21,Acoustic,Acoustic,Acoustic
913,2018-03-22,Acoustic,Acoustic,Acoustic
914,2018-03-23,Acoustic,Acoustic,Acoustic
915,2018-03-24,AcousticWhale,Acoustic,Acoustic
916,2018-03-25,Acoustic,Acoustic,Acoustic
917,2018-03-26,Acoustic,Acoustic,Acoustic
918,2018-03-27,Acoustic,Acoustic,Acoustic
919,2018-03-28,AcousticWhaleZooplankton,Acoustic,Acoustic
920,2018-03-29,AcousticWhale,Acoustic,Acoustic
921,2018-03-30,Acoustic,Acoustic,Acoustic
922,2018-03-31,Acoustic,Acoustic,Acoustic
923,2018-04-01,Acoustic,Acoustic,Acoustic
924,2018-04-02,AcousticWhale,Acoustic,Acoustic
925,2018-04-03,AcousticWhale,Acoustic,Acoustic
926,2018-04-04,Acoustic,Acoustic,Acoustic
927,2018-04-05,Acoustic,Acoustic,Acoustic
928,2018-04-06,Acoustic,Acoustic,Acoustic
929,2018-04-07,Acoustic,Acoustic,Acoustic
930,2018-04-08,Acoustic,Acoustic,Acoustic
931,2018-04-09,Acoustic,Acoustic,Acoustic
932,2018-04-10,AcousticWhale,Acoustic,Acoustic
933,2018-04-11,AcousticWhaleZooplankton,Acoustic,Acoustic
934,2018-04-12,Acoustic,Acoustic,Acoustic
935,2018-04-13,AcousticWhaleZooplankton,Acoustic,Acoustic
936,2018-04-14,Acoustic,Acoustic,Acoustic
937,2018-04-15,Acoustic,Acoustic,Acoustic
938,2018-04-16,Acoustic,Acoustic,Acoustic
939,2018-04-17,Acoustic,Acoustic,Acoustic
940,2018-04-18,Acoustic,Acoustic,Acoustic
941,2018-04-19,Acoustic,Acoustic,Acoustic
942,2018-04-20,Acoustic,Acoustic,Acoustic
943,2018-04-21,AcousticWhale,Acoustic,Acoustic
944,2018-04-22,AcousticWhaleZooplankton,Acoustic,Acoustic
945,2018-04-23,AcousticWhale,Acoustic,Acoustic
946,2018-04-24,Acoustic,Acoustic,Acoustic
947,2018-04-25,Acoustic,Acoustic,Acoustic
948,2018-04-26,AcousticWhale,Acoustic,Acoustic
949,2018-04-27,AcousticWhaleZooplankton,Acoustic,Acoustic
950,2018-04-28,AcousticWhale,Acoustic,Acoustic
951,2018-04-29,Acoustic,Acoustic,Acoustic
952,2018-04-30,AcousticWhaleZooplankton,Acoustic,Acoustic
953,2018-05-01,AcousticWhale,Acoustic,Acoustic
954,2018-05-02,Acoustic,Acoustic,Acoustic
955,2018-05-03,AcousticWhale,Acoustic,Acoustic
956,2018-05-04,AcousticWhale,Acoustic,Acoustic
957,2018-05-05,AcousticWhale,Acoustic,Acoustic
958,2018-05-06,AcousticWhaleZooplankton,Acoustic,Acoustic
959,2018-05-07,AcousticWhale,Acoustic,Acoustic
960,2018-05-08,AcousticWhale,Acoustic,Acoustic
961,2018-05-09,AcousticWhale,Acoustic,Acoustic
962,2018-05-10,Acoustic,Acoustic,Acoustic
963,2018-05-11,Acoustic,Acoustic,Acoustic
964,2018-05-12,Acoustic,Acoustic,Acoustic
965,2018-05-13,AcousticWhale,Acoustic,Acoustic
966,2018-05-14,Acoustic,Acoustic,Acoustic
967,2018-05-15,Acoustic,Acoustic,Acoustic
968,2018-05-16,Acoustic,Acoustic,Acoustic
969,2018-05-17,Acoustic,Acoustic,Acoustic
970,2018-05-18,Acoustic,Acoustic,Acoustic
971,2018-05-19,Acoustic,Acoustic,Acoustic
972,2018-05-20,Acoustic,Acoustic,Acoustic
973,2018-05-21,Acoustic,Acoustic,Acoustic
974,2018-05-22,Acoustic,Acoustic,Acoustic
975,2018-05-23,Acoustic,Acoustic,Acoustic
976,2018-05-24,Acoustic,Acoustic,Acoustic
977,2018-05-25,Acoustic,Acoustic,Acoustic
978,2018-05-26,Acoustic,Acoustic,Acoustic
979,2018-05-27,Acoustic,Acoustic,Acoustic
980,2018-05-28,Acoustic,Acoustic,Acoustic
981,2018-05-29,Acoustic,Acoustic,Acoustic
982,2018-05-30,Acoustic,Acoustic,Acoustic
983,2018-12-11,Whale,Acoustic,
984,2018-12-14,Whale,Acoustic,
985,2018-12-19,Whale,Acoustic,
986,2018-12-30,Whale,Acoustic,
987,2008-01-12,Whale,Whale,Whale
988,2008-01-29,Whale,Whale,Whale
989,2008-02-03,Whale,Whale,Whale
990,2008-02-04,Whale,Whale,Whale
991,2008-02-21,Whale,Whale,Whale
992,2008-02-23,Acoustic,Whale,
993,2008-02-24,Acoustic,Whale,
994,2008-02-25,AcousticWhale,Whale,Whale
995,2008-02-26,Acoustic,Whale,
996,2008-02-27,Acoustic,Whale,
997,2008-02-28,Acoustic,Whale,
998,2008-02-29,AcousticWhale,Whale,Whale
999,2008-03-01,Acoustic,Whale,
1000,2008-03-02,Acoustic,Whale,
1001,2008-03-03,Acoustic,Whale,
1002,2008-03-04,Acoustic,Whale,
1003,2008-03-05,Acoustic,Whale,
1004,2008-03-06,AcousticWhale,Whale,Whale
1005,2008-03-07,AcousticWhale,Whale,Whale
1006,2008-03-08,Acoustic,Whale,
1007,2008-03-09,Acoustic,Whale,
1008,2008-03-10,Acoustic,Whale,
1009,2008-03-11,AcousticWhale,Whale,Whale
1010,2008-03-12,Acoustic,Whale,
1011,2008-03-13,Acoustic,Whale,
1012,2008-03-14,AcousticWhale,Whale,Whale
1013,2008-03-15,Acoustic,Whale,
1014,2008-03-16,Acoustic,Whale,
1015,2008-03-17,Acoustic,Whale,
1016,2008-03-18,AcousticWhale,Whale,Whale
1017,2008-03-19,Acoustic,Whale,
1018,2008-03-20,Acoustic,Whale,
1019,2008-03-21,Acoustic,Whale,
1020,2008-03-22,Acoustic,Whale,
1021,2008-03-23,Acoustic,Whale,
1022,2008-03-24,AcousticWhale,Whale,Whale
1023,2008-03-25,Acoustic,Whale,
1024,2008-03-26,Acoustic,Whale,
1025,2008-03-27,AcousticWhale,Whale,Whale
1026,2008-03-28,Acoustic,Whale,
1027,2008-03-29,Acoustic,Whale,
1028,2008-03-30,Acoustic,Whale,
1029,2008-03-31,Acoustic,Whale,
1030,2008-04-01,Acoustic,Whale,
1031,2008-04-02,Acoustic,Whale,
1032,2008-04-03,Acoustic,Whale,
1033,2008-04-04,Acoustic,Whale,
1034,2008-04-05,Acoustic,Whale,
1035,2008-04-06,Acoustic,Whale,
