,Date,Acoustic,Whale,Zooplankton,DataCount,Trifecta
638,2015-04-19,Acoustic,Whale,,2,0
639,2015-04-20,Acoustic,,,1,0
640,2015-04-21,Acoustic,Whale,,2,0
641,2015-04-22,Acoustic,Whale,,2,0
642,2015-04-23,Acoustic,,,1,0
643,2015-04-24,Acoustic,,,1,0
644,2015-04-25,Acoustic,Whale,,2,0
645,2015-04-26,Acoustic,Whale,,2,0
646,2015-04-27,Acoustic,Whale,Zooplankton,3,1
647,2015-04-28,Acoustic,,,1,0
648,2015-04-29,Acoustic,Whale,,2,0
649,2015-04-30,Acoustic,Whale,,2,0
650,2015-05-01,Acoustic,Whale,,2,0
651,2015-05-02,Acoustic,Whale,,2,0
652,2015-05-03,Acoustic,Whale,,2,0
653,2015-05-04,Acoustic,Whale,,2,0
654,2015-05-05,Acoustic,,,1,0
655,2015-05-06,Acoustic,Whale,Zooplankton,3,1
656,2015-05-07,Acoustic,Whale,,2,0
657,2015-05-08,Acoustic,Whale,Zooplankton,3,1
658,2015-05-09,Acoustic,Whale,,2,0
659,2015-05-10,Acoustic,,,1,0
660,2015-05-11,Acoustic,Whale,,2,0
661,2015-05-12,Acoustic,,,1,0
662,2015-05-13,Acoustic,,,1,0
663,2015-05-14,Acoustic,,,1,0
664,2015-05-15,Acoustic,,,1,0
665,2015-05-16,Acoustic,,,1,0
666,2015-05-17,Acoustic,,,1,0
667,2015-05-18,Acoustic,,,1,0
668,2015-05-19,Acoustic,,,1,0
669,2015-05-20,Acoustic,,,1,0
670,2015-05-21,Acoustic,,,1,0
671,2015-07-23,,Whale,,1,0
672,2015-08-29,,Whale,,1,0
673,2015-08-30,,Whale,,1,0
674,2015-09-02,,Whale,,1,0
675,2016-01-07,,Whale,,1,0
676,2016-01-15,,Whale,,1,0
677,2016-01-30,,Whale,,1,0
678,2016-02-07,,Whale,,1,0
679,2016-02-12,,Whale,,1,0
680,2016-02-15,Acoustic,,,1,0
681,2016-02-16,Acoustic,,,1,0
682,2016-02-17,Acoustic,Whale,,2,0
683,2016-02-18,Acoustic,,,1,0
684,2016-02-19,Acoustic,Whale,,2,0
685,2016-02-20,Acoustic,,,1,0
686,2016-02-21,Acoustic,Whale,,2,0
687,2016-02-22,Acoustic,,,1,0
688,2016-02-23,Acoustic,,,1,0
689,2016-02-24,Acoustic,,,1,0
690,2016-02-25,Acoustic,,,1,0
691,2016-02-26,Acoustic,,,1,0
692,2016-02-27,Acoustic,Whale,,2,0
693,2016-02-28,Acoustic,,,1,0
694,2016-02-29,Acoustic,,,1,0
695,2016-03-01,Acoustic,Whale,,2,0
696,2016-03-02,Acoustic,,,1,0
697,2016-03-03,Acoustic,,,1,0
698,2016-03-04,Acoustic,Whale,,2,0
699,2016-03-05,Acoustic,,,1,0
700,2016-03-06,Acoustic,Whale,,2,0
701,2016-03-07,Acoustic,,,1,0
702,2016-03-08,Acoustic,Whale,Zooplankton,3,1
703,2016-03-09,Acoustic,,,1,0
704,2016-03-10,Acoustic,Whale,,2,0
705,2016-03-11,Acoustic,,,1,0
706,2016-03-12,Acoustic,,,1,0
707,2016-03-13,Acoustic,,,1,0
708,2016-03-14,Acoustic,,,1,0
709,2016-03-15,Acoustic,,,1,0
710,2016-03-16,Acoustic,,,1,0
711,2016-03-17,Acoustic,Whale,,2,0
712,2016-03-18,Acoustic,,,1,0
713,2016-03-19,Acoustic,Whale,,2,0
714,2016-03-20,Acoustic,,,1,0
715,2016-03-21,Acoustic,,,1,0
716,2016-03-22,Acoustic,,,1,0
717,2016-03-23,Acoustic,Whale,,2,0
718,2016-03-24,Acoustic,,,1,0
719,2016-03-25,Acoustic,,,1,0
720,2016-03-26,Acoustic,,,1,0
721,2016-03-27,Acoustic,Whale,,2,0
722,2016-03-28,Acoustic,,,1,0
723,2016-03-29,Acoustic,,,1,0
724,2016-03-30,Acoustic,Whale,Zooplankton,3,1
725,2016-03-31,Acoustic,,,1,0
726,2016-04-01,Acoustic,Whale,,2,0
727,2016-04-02,Acoustic,Whale,,2,0
728,2016-04-03,Acoustic,,,1,0
729,2016-04-04,Acoustic,,,1,0
730,2016-04-05,Acoustic,,,1,0
731,2016-04-06,Acoustic,Whale,Zooplankton,3,1
732,2016-04-07,Acoustic,,,1,0
733,2016-04-08,Acoustic,,,1,0
734,2016-04-09,Acoustic,Whale,Zooplankton,3,1
735,2016-04-10,Acoustic,,,1,0
736,2016-04-11,Acoustic,,,1,0
737,2016-04-12,Acoustic,,,1,0
738,2016-04-13,Acoustic,Whale,,2,0
739,2016-04-14,Acoustic,,,1,0
740,2016-04-15,Acoustic,,,1,0
741,2016-04-16,Acoustic,,,1,0
742,2016-04-17,Acoustic,Whale,,2,0
743,2016-04-18,Acoustic,Whale,Zooplankton,3,1
744,2016-04-19,Acoustic,Whale,,2,0
745,2016-04-20,Acoustic,,,1,0
746,2016-04-21,Acoustic,Whale,,2,0
747,2016-04-22,Acoustic,Whale,,2,0
748,2016-04-23,Acoustic,,,1,0
749,2016-04-24,Acoustic,,,1,0
750,2016-04-25,Acoustic,Whale,Zooplankton,3,1
751,2016-04-26,Acoustic,,,1,0
752,2016-04-27,Acoustic,Whale,Zooplankton,3,1
753,2016-04-28,Acoustic,Whale,,2,0
754,2016-04-29,Acoustic,Whale,Zooplankton,3,1
755,2016-04-30,Acoustic,Whale,,2,0
756,2016-05-01,Acoustic,,,1,0
757,2016-05-02,Acoustic,,,1,0
758,2016-05-03,Acoustic,,,1,0
759,2016-05-04,Acoustic,,,1,0
760,2016-05-05,Acoustic,,,1,0
761,2016-05-06,Acoustic,,,1,0
762,2016-05-07,Acoustic,,,1,0
763,2016-05-08,Acoustic,,,1,0
764,2016-05-09,Acoustic,,,1,0
765,2016-05-10,Acoustic,,,1,0
766,2016-05-11,Acoustic,,,1,0
767,2016-05-12,Acoustic,,,1,0
768,2016-05-13,Acoustic,,,1,0
769,2016-05-14,Acoustic,,,1,0
770,2016-05-15,Acoustic,,,1,0
771,2016-05-16,Acoustic,,,1,0
772,2016-05-17,Acoustic,,,1,0
773,2016-05-18,Acoustic,,,1,0
774,2016-05-19,Acoustic,,,1,0
775,2016-05-20,Acoustic,,,1,0
776,2016-05-21,Acoustic,,,1,0
777,2016-05-22,Acoustic,,,1,0
778,2016-05-23,Acoustic,,,1,0
779,2016-05-24,Acoustic,,,1,0
780,2016-05-25,Acoustic,,,1,0
781,2017-01-17,,Whale,,1,0
782,2017-01-19,,Whale,,1,0
783,2017-01-30,,Whale,,1,0
784,2017-02-03,,Whale,,1,0
785,2017-02-14,,Whale,,1,0
786,2017-02-19,,Whale,,1,0
787,2017-02-21,Acoustic,Whale,,2,0
788,2017-02-22,Acoustic,,,1,0
789,2017-02-23,Acoustic,Whale,,2,0
790,2017-02-24,Acoustic,Whale,,2,0
791,2017-02-25,Acoustic,,,1,0
792,2017-02-26,Acoustic,,,1,0
793,2017-02-27,Acoustic,,,1,0
794,2017-02-28,Acoustic,Whale,Zooplankton,3,1
795,2017-03-01,Acoustic,,,1,0
796,2017-03-02,Acoustic,,,1,0
797,2017-03-03,Acoustic,,,1,0
798,2017-03-04,Acoustic,,,1,0
799,2017-03-05,Acoustic,,,1,0
800,2017-03-06,Acoustic,Whale,,2,0
801,2017-03-07,Acoustic,,,1,0
802,2017-03-08,Acoustic,,,1,0
803,2017-03-09,Acoustic,,,1,0
804,2017-03-10,Acoustic,,,1,0
805,2017-03-11,Acoustic,,,1,0
806,2017-03-12,Acoustic,,,1,0
807,2017-03-13,Acoustic,,,1,0
808,2017-03-14,Acoustic,Whale,,2,0
809,2017-03-15,Acoustic,,,1,0
810,2017-03-16,Acoustic,,,1,0
811,2017-03-17,Acoustic,,,1,0
812,2017-03-18,Acoustic,Whale,Zooplankton,3,1
813,2017-03-19,Acoustic,,,1,0
814,2017-03-20,Acoustic,,,1,0
815,2017-03-21,Acoustic,Whale,,2,0
816,2017-03-22,Acoustic,,,1,0
817,2017-03-23,Acoustic,,,1,0
818,2017-03-24,Acoustic,,,1,0
819,2017-03-25,Acoustic,Whale,,2,0
820,2017-03-26,Acoustic,,,1,0
821,2017-03-27,Acoustic,,,1,0
822,2017-03-28,Acoustic,Whale,,2,0
823,2017-03-29,Acoustic,,,1,0
824,2017-03-30,Acoustic,,,1,0
825,2017-03-31,Acoustic,Whale,Zooplankton,3,1
826,2017-04-01,Acoustic,,,1,0
827,2017-04-02,Acoustic,,,1,0
828,2017-04-03,Acoustic,Whale,Zooplankton,3,1
829,2017-04-04,Acoustic,,,1,0
830,2017-04-05,Acoustic,,,1,0
831,2017-04-06,Acoustic,,,1,0
832,2017-04-07,Acoustic,,,1,0
833,2017-04-08,Acoustic,,,1,0
834,2017-04-09,Acoustic,Whale,Zooplankton,3,1
835,2017-04-10,Acoustic,,,1,0
836,2017-04-11,Acoustic,Whale,,2,0
837,2017-04-12,Acoustic,Whale,Zooplankton,3,1
838,2017-04-13,Acoustic,Whale,,2,0
839,2017-04-14,Acoustic,Whale,Zooplankton,3,1
840,2017-04-15,Acoustic,Whale,,2,0
841,2017-04-16,Acoustic,,,1,0
842,2017-04-17,Acoustic,Whale,,2,0
843,2017-04-18,Acoustic,Whale,Zooplankton,3,1
844,2017-04-19,Acoustic,Whale,,2,0
845,2017-04-20,Acoustic,Whale,,2,0
846,2017-04-21,Acoustic,,,1,0
847,2017-04-22,Acoustic,,,1,0
848,2017-04-23,Acoustic,Whale,,2,0
849,2017-04-24,Acoustic,Whale,,2,0
850,2017-04-25,Acoustic,,,1,0
851,2017-04-26,Acoustic,,,1,0
852,2017-04-27,Acoustic,Whale,,2,0
853,2017-04-28,Acoustic,,,1,0
854,2017-04-29,Acoustic,,,1,0
855,2017-04-30,Acoustic,Whale,,2,0
856,2017-05-01,Acoustic,Whale,,2,0
857,2017-05-02,Acoustic,,,1,0
858,2017-05-03,Acoustic,,,1,0
859,2017-05-04,Acoustic,Whale,Zooplankton,3,1
860,2017-05-05,Acoustic,,,1,0
861,2017-05-06,Acoustic,,,1,0
862,2017-05-07,Acoustic,,,1,0
863,2017-05-08,Acoustic,,,1,0
864,2017-05-09,Acoustic,,Zooplankton,2,0
865,2017-05-10,Acoustic,,,1,0
866,2017-05-11,Acoustic,,,1,0
867,2017-05-12,Acoustic,,,1,0
868,2017-05-13,Acoustic,,,1,0
869,2017-05-14,Acoustic,,,1,0
870,2017-05-15,Acoustic,,,1,0
871,2017-05-16,Acoustic,,,1,0
872,2017-12-24,,Whale,,1,0
873,2018-01-16,,Whale,,1,0
874,2018-01-19,,Whale,,1,0
875,2018-02-06,,Whale,,1,0
876,2018-02-13,Acoustic,Whale,,2,0
877,2018-02-14,Acoustic,,,1,0
878,2018-02-15,Acoustic,Whale,,2,0
879,2018-02-16,Acoustic,,,1,0
880,2018-02-17,Acoustic,Whale,,2,0
881,2018-02-18,Acoustic,,,1,0
882,2018-02-19,Acoustic,,,1,0
883,2018-02-20,Acoustic,,,1,0
884,2018-02-21,Acoustic,,,1,0
885,2018-02-22,Acoustic,,,1,0
886,2018-02-23,Acoustic,,,1,0
887,2018-02-24,Acoustic,Whale,Zooplankton,3,1
888,2018-02-25,Acoustic,,,1,0
889,2018-02-26,Acoustic,,,1,0
890,2018-02-27,Acoustic,Whale,,2,0
891,2018-02-28,Acoustic,,,1,0
892,2018-03-01,Acoustic,Whale,,2,0
893,2018-03-02,Acoustic,,,1,0
894,2018-03-03,Acoustic,,,1,0
895,2018-03-04,Acoustic,,,1,0
896,2018-03-05,Acoustic,,,1,0
897,2018-03-06,Acoustic,,,1,0
898,2018-03-07,Acoustic,,,1,0
899,2018-03-08,Acoustic,,,1,0
900,2018-03-09,Acoustic,,,1,0
901,2018-03-10,Acoustic,,,1,0
902,2018-03-11,Acoustic,,,1,0
903,2018-03-12,Acoustic,Whale,Zooplankton,3,1
904,2018-03-13,Acoustic,,,1,0
905,2018-03-14,Acoustic,,,1,0
906,2018-03-15,Acoustic,,,1,0
907,2018-03-16,Acoustic,,,1,0
908,2018-03-17,Acoustic,,,1,0
909,2018-03-18,Acoustic,,,1,0
910,2018-03-19,Acoustic,,,1,0
911,2018-03-20,Acoustic,Whale,Zooplankton,3,1
912,2018-03-21,Acoustic,,,1,0
913,2018-03-22,Acoustic,,,1,0
914,2018-03-23,Acoustic,,,1,0
915,2018-03-24,Acoustic,Whale,,2,0
916,2018-03-25,Acoustic,,,1,0
917,2018-03-26,Acoustic,,,1,0
918,2018-03-27,Acoustic,,,1,0
919,2018-03-28,Acoustic,Whale,Zooplankton,3,1
920,2018-03-29,Acoustic,Whale,,2,0
921,2018-03-30,Acoustic,,,1,0
922,2018-03-31,Acoustic,,,1,0
923,2018-04-01,Acoustic,,,1,0
924,2018-04-02,Acoustic,Whale,,2,0
925,2018-04-03,Acoustic,Whale,,2,0
926,2018-04-04,Acoustic,,,1,0
927,2018-04-05,Acoustic,,,1,0
928,2018-04-06,Acoustic,,,1,0
929,2018-04-07,Acoustic,,,1,0
930,2018-04-08,Acoustic,,,1,0
931,2018-04-09,Acoustic,,,1,0
932,2018-04-10,Acoustic,Whale,,2,0
933,2018-04-11,Acoustic,Whale,Zooplankton,3,1
934,2018-04-12,Acoustic,,,1,0
935,2018-04-13,Acoustic,Whale,Zooplankton,3,1
936,2018-04-14,Acoustic,,,1,0
937,2018-04-15,Acoustic,,,1,0
938,2018-04-16,Acoustic,,,1,0
939,2018-04-17,Acoustic,,,1,0
940,2018-04-18,Acoustic,,,1,0
941,2018-04-19,Acoustic,,,1,0
942,2018-04-20,Acoustic,,,1,0
943,2018-04-21,Acoustic,Whale,,2,0
944,2018-04-22,Acoustic,Whale,Zooplankton,3,1
945,2018-04-23,Acoustic,Whale,,2,0
946,2018-04-24,Acoustic,,,1,0
947,2018-04-25,Acoustic,,,1,0
948,2018-04-26,Acoustic,Whale,,2,0
949,2018-04-27,Acoustic,Whale,Zooplankton,3,1
950,2018-04-28,Acoustic,Whale,,2,0
951,2018-04-29,Acoustic,,,1,0
952,2018-04-30,Acoustic,Whale,Zooplankton,3,1
953,2018-05-01,Acoustic,Whale,,2,0
954,2018-05-02,Acoustic,,,1,0
955,2018-05-03,Acoustic,Whale,,2,0
956,2018-05-04,Acoustic,Whale,,2,0
957,2018-05-05,Acoustic,Whale,,2,0
958,2018-05-06,Acoustic,Whale,Zooplankton,3,1
959,2018-05-07,Acoustic,Whale,,2,0
960,2018-05-08,Acoustic,Whale,,2,0
961,2018-05-09,Acoustic,Whale,,2,0
962,2018-05-10,Acoustic,,,1,0
963,2018-05-11,Acoustic,,,1,0
964,2018-05-12,Acoustic,,,1,0
965,2018-05-13,Acoustic,Whale,,2,0
966,2018-05-14,Acoustic,,,1,0
967,2018-05-15,Acoustic,,,1,0
968,2018-05-16,Acoustic,,,1,0
969,2018-05-17,Acoustic,,,1,0
970,2018-05-18,Acoustic,,,1,0
971,2018-05-19,Acoustic,,,1,0
972,2018-05-20,Acoustic,,,1,0
973,2018-05-21,Acoustic,,,1,0
974,2018-05-22,Acoustic,,,1,0
975,2018-05-23,Acoustic,,,1,0
976,2018-05-24,Acoustic,,,1,0
977,2018-05-25,Acoustic,,,1,0
978,2018-05-26,Acoustic,,,1,0
979,2018-05-27,Acoustic,,,1,0
980,2018-05-28,Acoustic,,,1,0
981,2018-05-29,Acoustic,,,1,0
982,2018-05-30,Acoustic,,,1,0
983,2018-12-11,,Whale,,1,0
984,2018-12-14,,Whale,,1,0
985,2018-12-19,,Whale,,1,0
986,2018-12-30,,Whale,,1,0
